time,x,y,z
9.0,87.0,436.0,8766.0
9.0,88.0,436.0,8262.0
9.0,89.0,436.0,7744.0
9.0,90.0,436.0,7284.0
9.0,91.0,436.0,6773.0
9.0,94.0,436.0,626.0
9.0,95.0,436.0,4834.0
9.0,96.0,436.0,4434.0
9.0,97.0,436.0,3931.0
9.0,98.0,436.0,3422.0
9.0,99.0,436.0,2932.0
10.0,0.0,436.0,2417.0
10.0,1.0,436.0,1895.0
10.0,2.0,436.0,1416.0
10.0,3.0,436.0,929.0
10.0,4.0,436.0,428.0
10.0,5.0,435.0,9924.0
10.0,6.0,435.0,9416.0
10.0,7.0,435.0,8938.0
10.0,9.0,435.0,8405.0
10.0,10.0,435.0,6977.0
10.0,11.0,435.0,6567.0
10.0,12.0,435.0,6045.0
10.0,13.0,435.0,5541.0
10.0,14.0,435.0,5037.0
10.0,15.0,435.0,4517.0
10.0,16.0,435.0,4007.0
10.0,17.0,435.0,3495.0
10.0,18.0,435.0,3031.0
10.0,19.0,435.0,2513.0
10.0,20.0,435.0,2012.0
10.0,21.0,435.0,1542.0
10.0,22.0,435.0,1043.0
10.0,25.0,435.0,584.0
10.0,26.0,434.0,9106.0
10.0,27.0,434.0,8698.0
10.0,28.0,434.0,8213.0
10.0,29.0,434.0,7722.0
10.0,30.0,434.0,7261.0
10.0,31.0,434.0,6797.0
10.0,32.0,434.0,6315.0
10.0,33.0,434.0,5769.0
10.0,34.0,434.0,5295.0
10.0,35.0,434.0,4828.0
10.0,36.0,434.0,4351.0
10.0,37.0,434.0,3877.0
10.0,38.0,434.0,3374.0
10.0,40.0,434.0,2881.0
10.0,41.0,434.0,1534.0
10.0,42.0,434.0,1113.0
10.0,43.0,434.0,648.0
10.0,44.0,434.0,164.0
10.0,45.0,433.0,9693.0
10.0,46.0,433.0,9184.0
10.0,47.0,433.0,8705.0
10.0,48.0,433.0,8223.0
10.0,49.0,433.0,7752.0
10.0,50.0,433.0,7292.0
10.0,51.0,433.0,6816.0
10.0,52.0,433.0,6344.0
10.0,53.0,433.0,5839.0
10.0,56.0,433.0,5348.0
10.0,56.0,433.0,3947.0
10.0,57.0,433.0,3484.0
10.0,58.0,433.0,2995.0
10.0,59.0,433.0,2492.0
10.0,60.0,433.0,1986.0
10.0,61.0,433.0,1525.0
10.0,62.0,433.0,1026.0
10.0,63.0,433.0,557.0
10.0,64.0,433.0,7.0
10.0,65.0,432.0,9609.0
10.0,66.0,432.0,9125.0
10.0,67.0,432.0,8648.0
10.0,68.0,432.0,8185.0
10.0,71.0,432.0,7699.0
10.0,71.0,432.0,6378.0
10.0,72.0,432.0,5986.0
10.0,73.0,432.0,55.0
10.0,74.0,432.0,4991.0
10.0,75.0,432.0,4512.0
10.0,76.0,432.0,4023.0
10.0,77.0,432.0,3527.0
10.0,78.0,432.0,3066.0
10.0,79.0,432.0,2606.0
10.0,80.0,432.0,2112.0
10.0,81.0,432.0,1643.0
10.0,82.0,432.0,1161.0
10.0,83.0,432.0,708.0
10.0,84.0,432.0,226.0
10.0,87.0,431.0,9771.0
10.0,87.0,431.0,842.0
10.0,88.0,431.0,7976.0
10.0,89.0,431.0,7479.0
10.0,90.0,431.0,6999.0
10.0,91.0,431.0,6521.0
10.0,92.0,431.0,6049.0
10.0,93.0,431.0,5579.0
10.0,94.0,431.0,5094.0
10.0,95.0,431.0,4626.0
10.0,96.0,431.0,415.0
10.0,97.0,431.0,3661.0
10.0,98.0,431.0,3207.0
10.0,99.0,431.0,2733.0
11.0,2.0,431.0,2265.0
11.0,2.0,431.0,917.0
11.0,3.0,431.0,539.0
11.0,4.0,431.0,27.0
11.0,5.0,430.0,9576.0
11.0,6.0,430.0,9076.0
11.0,7.0,430.0,8602.0
11.0,8.0,430.0,8105.0
11.0,9.0,430.0,7617.0
11.0,10.0,430.0,7148.0
11.0,11.0,430.0,6659.0
11.0,12.0,430.0,6158.0
11.0,13.0,430.0,5734.0
11.0,14.0,430.0,5237.0
11.0,15.0,430.0,479.0
11.0,18.0,430.0,4275.0
11.0,18.0,430.0,2924.0
11.0,19.0,430.0,2532.0
11.0,20.0,430.0,2019.0
11.0,21.0,430.0,1572.0
11.0,22.0,430.0,1078.0
11.0,23.0,430.0,623.0
11.0,24.0,430.0,12.0
11.0,25.0,429.0,9659.0
11.0,26.0,429.0,9173.0
11.0,27.0,429.0,8708.0
11.0,28.0,429.0,8216.0
11.0,29.0,429.0,775.0
11.0,30.0,429.0,728.0
11.0,31.0,429.0,6807.0
11.0,33.0,429.0,6331.0
11.0,34.0,429.0,498.0
11.0,35.0,429.0,4585.0
11.0,36.0,429.0,4088.0
11.0,37.0,429.0,3615.0
11.0,38.0,429.0,3145.0
11.0,39.0,429.0,2667.0
11.0,40.0,429.0,2199.0
11.0,41.0,429.0,1724.0
11.0,42.0,429.0,1243.0
11.0,43.0,429.0,792.0
11.0,44.0,429.0,299.0
11.0,45.0,428.0,9848.0
11.0,46.0,428.0,9359.0
11.0,47.0,428.0,8897.0
11.0,49.0,428.0,8393.0
11.0,50.0,428.0,7063.0
11.0,51.0,428.0,6669.0
11.0,52.0,428.0,6151.0
11.0,53.0,428.0,5692.0
11.0,54.0,428.0,5202.0
11.0,55.0,428.0,476.0
11.0,56.0,428.0,4261.0
11.0,57.0,428.0,3797.0
11.0,58.0,428.0,3303.0
11.0,59.0,428.0,2825.0
11.0,60.0,428.0,2336.0
11.0,61.0,428.0,1872.0
11.0,62.0,428.0,1393.0
11.0,63.0,428.0,924.0
11.0,65.0,428.0,412.0
11.0,66.0,427.0,9081.0
11.0,67.0,427.0,8676.0
11.0,68.0,427.0,8203.0
11.0,69.0,427.0,7717.0
11.0,70.0,427.0,724.0
11.0,71.0,427.0,6768.0
11.0,72.0,427.0,6281.0
11.0,73.0,427.0,5818.0
11.0,74.0,427.0,5334.0
11.0,75.0,427.0,4887.0
11.0,76.0,427.0,4382.0
11.0,77.0,427.0,3936.0
11.0,77.0,427.0,3456.0
11.0,78.0,427.0,3.0
11.0,81.0,427.0,2499.0
11.0,82.0,427.0,1162.0
11.0,83.0,427.0,759.0
11.0,84.0,427.0,254.0
11.0,85.0,426.0,9797.0
11.0,86.0,426.0,9304.0
11.0,87.0,426.0,8842.0
11.0,88.0,426.0,8337.0
11.0,89.0,426.0,7858.0
11.0,90.0,426.0,7374.0
11.0,91.0,426.0,6888.0
11.0,92.0,426.0,6399.0
11.0,93.0,426.0,5935.0
11.0,94.0,426.0,5434.0
11.0,96.0,426.0,4962.0
11.0,97.0,426.0,3626.0
11.0,98.0,426.0,3223.0
11.0,99.0,426.0,2731.0
12.0,0.0,426.0,2289.0
12.0,1.0,426.0,1801.0
12.0,2.0,426.0,1353.0
12.0,3.0,426.0,867.0
12.0,4.0,426.0,401.0
12.0,5.0,425.0,9899.0
12.0,5.0,425.0,9448.0
12.0,6.0,425.0,8967.0
12.0,7.0,425.0,8501.0
12.0,8.0,425.0,8019.0
12.0,9.0,425.0,7556.0
12.0,12.0,425.0,7063.0
12.0,13.0,425.0,5746.0
12.0,14.0,425.0,5341.0
12.0,15.0,425.0,4864.0
12.0,16.0,425.0,4397.0
12.0,17.0,425.0,3924.0
12.0,17.0,425.0,3444.0
12.0,18.0,425.0,2986.0
12.0,19.0,425.0,2483.0
12.0,20.0,425.0,2018.0
12.0,21.0,425.0,1544.0
12.0,22.0,425.0,1063.0
12.0,23.0,425.0,589.0
12.0,24.0,425.0,119.0
12.0,25.0,424.0,963.0
12.0,28.0,424.0,9148.0
12.0,29.0,424.0,7796.0
12.0,30.0,424.0,7413.0
12.0,31.0,424.0,6908.0
12.0,31.0,424.0,6463.0
12.0,32.0,424.0,5982.0
12.0,33.0,424.0,5523.0
12.0,34.0,424.0,4973.0
12.0,35.0,424.0,4485.0
12.0,36.0,424.0,4028.0
12.0,37.0,424.0,3565.0
12.0,38.0,424.0,3097.0
12.0,39.0,424.0,2626.0
12.0,40.0,424.0,215.0
12.0,41.0,424.0,1675.0
12.0,44.0,424.0,1179.0
12.0,45.0,423.0,9871.0
12.0,45.0,423.0,946.0
12.0,46.0,423.0,8992.0
12.0,47.0,423.0,8508.0
12.0,48.0,423.0,803.0
12.0,49.0,423.0,7557.0
12.0,50.0,423.0,7082.0
12.0,51.0,423.0,6602.0
12.0,52.0,423.0,6113.0
12.0,53.0,423.0,5649.0
12.0,54.0,423.0,5147.0
12.0,55.0,423.0,4698.0
12.0,56.0,423.0,4215.0
12.0,57.0,423.0,3743.0
12.0,60.0,423.0,3263.0
12.0,61.0,423.0,1846.0
12.0,62.0,423.0,138.0
12.0,63.0,423.0,884.0
12.0,64.0,423.0,423.0
12.0,65.0,422.0,9935.0
12.0,65.0,422.0,9455.0
12.0,66.0,422.0,897.0
12.0,67.0,422.0,8513.0
12.0,68.0,422.0,8042.0
12.0,69.0,422.0,7583.0
12.0,70.0,422.0,7111.0
12.0,71.0,422.0,6649.0
12.0,72.0,422.0,6148.0
12.0,75.0,422.0,5688.0
12.0,76.0,422.0,4344.0
12.0,77.0,422.0,3954.0
12.0,77.0,422.0,3461.0
12.0,78.0,422.0,301.0
12.0,79.0,422.0,2519.0
12.0,80.0,422.0,2072.0
12.0,81.0,422.0,1577.0
12.0,82.0,422.0,1101.0
12.0,83.0,422.0,635.0
12.0,84.0,422.0,18.0
12.0,85.0,421.0,9708.0
12.0,86.0,421.0,924.0
12.0,87.0,421.0,8756.0
12.0,88.0,421.0,8277.0
12.0,91.0,421.0,7776.0
12.0,91.0,421.0,6394.0
12.0,93.0,421.0,5965.0
12.0,94.0,421.0,5448.0
12.0,95.0,421.0,4858.0
12.0,96.0,421.0,4348.0
12.0,97.0,421.0,3873.0
12.0,98.0,421.0,3344.0
12.0,99.0,421.0,2843.0
13.0,0.0,421.0,238.0
13.0,1.0,421.0,1874.0
13.0,2.0,421.0,1418.0
13.0,2.0,421.0,934.0
13.0,4.0,421.0,468.0
13.0,6.0,420.0,9958.0
13.0,7.0,420.0,8575.0
13.0,8.0,420.0,8112.0
13.0,9.0,420.0,7596.0
13.0,10.0,420.0,7081.0
13.0,11.0,420.0,6566.0
13.0,12.0,420.0,6089.0
13.0,13.0,420.0,5582.0
13.0,14.0,420.0,5107.0
13.0,15.0,420.0,4619.0
13.0,16.0,420.0,4151.0
13.0,17.0,420.0,3655.0
13.0,18.0,420.0,3221.0
13.0,19.0,420.0,2708.0
13.0,22.0,420.0,2231.0
13.0,22.0,420.0,846.0
13.0,24.0,420.0,478.0
13.0,24.0,419.0,996.0
13.0,25.0,419.0,9474.0
13.0,26.0,419.0,9002.0
13.0,27.0,419.0,852.0
13.0,28.0,419.0,8031.0
13.0,29.0,419.0,7542.0
13.0,30.0,419.0,7041.0
13.0,31.0,419.0,6591.0
13.0,32.0,419.0,6107.0
13.0,33.0,419.0,5641.0
13.0,34.0,419.0,5139.0
13.0,37.0,419.0,466.0
13.0,38.0,419.0,3298.0
13.0,39.0,419.0,2905.0
13.0,40.0,419.0,2401.0
13.0,41.0,419.0,1899.0
13.0,42.0,419.0,1433.0
13.0,42.0,419.0,938.0
13.0,44.0,419.0,465.0
13.0,45.0,418.0,9893.0
13.0,46.0,418.0,9415.0
13.0,47.0,418.0,8932.0
13.0,47.0,418.0,8461.0
13.0,48.0,418.0,7977.0
13.0,49.0,418.0,747.0
13.0,52.0,418.0,6979.0
13.0,53.0,418.0,5659.0
13.0,54.0,418.0,5204.0
13.0,55.0,418.0,4707.0
13.0,56.0,418.0,4219.0
13.0,57.0,418.0,3705.0
13.0,58.0,418.0,3219.0
13.0,59.0,418.0,2738.0
13.0,60.0,418.0,2264.0
13.0,61.0,418.0,1794.0
13.0,62.0,418.0,1306.0
13.0,63.0,418.0,8.0
13.0,64.0,418.0,325.0
13.0,65.0,417.0,9835.0
13.0,67.0,417.0,9346.0
13.0,68.0,417.0,8008.0
13.0,69.0,417.0,7615.0
13.0,70.0,417.0,714.0
13.0,71.0,417.0,6649.0
13.0,72.0,417.0,6152.0
13.0,73.0,417.0,5705.0
13.0,74.0,417.0,5192.0
13.0,75.0,417.0,4746.0
13.0,76.0,417.0,4243.0
13.0,77.0,417.0,3776.0
13.0,78.0,417.0,3284.0
13.0,79.0,417.0,281.0
13.0,80.0,417.0,2332.0
13.0,82.0,417.0,1844.0
13.0,83.0,417.0,476.0
13.0,84.0,417.0,68.0
13.0,85.0,416.0,9581.0
13.0,86.0,416.0,9113.0
13.0,87.0,416.0,8618.0
13.0,88.0,416.0,8162.0
13.0,89.0,416.0,766.0
13.0,90.0,416.0,7204.0
13.0,91.0,416.0,6714.0
13.0,92.0,416.0,621.0
13.0,93.0,416.0,5752.0
13.0,94.0,416.0,5276.0
13.0,95.0,416.0,4794.0
13.0,98.0,416.0,4287.0
13.0,98.0,416.0,2922.0
13.0,99.0,416.0,2527.0
14.0,0.0,416.0,2025.0
14.0,1.0,416.0,1573.0
14.0,2.0,416.0,1061.0
14.0,3.0,416.0,597.0
14.0,4.0,416.0,109.0
14.0,5.0,415.0,9643.0
14.0,6.0,415.0,915.0
14.0,7.0,415.0,8688.0
14.0,8.0,415.0,8204.0
14.0,9.0,415.0,7736.0
14.0,10.0,415.0,727.0
14.0,11.0,415.0,6808.0
14.0,13.0,415.0,6327.0
14.0,14.0,415.0,4998.0
14.0,15.0,415.0,4624.0
14.0,16.0,415.0,4109.0
14.0,17.0,415.0,3637.0
14.0,18.0,415.0,315.0
14.0,19.0,415.0,2601.0
14.0,20.0,415.0,2141.0
14.0,21.0,415.0,1652.0
14.0,22.0,415.0,1191.0
14.0,23.0,415.0,72.0
14.0,24.0,415.0,236.0
14.0,25.0,414.0,9776.0
14.0,26.0,414.0,9297.0
14.0,28.0,414.0,8803.0
14.0,29.0,414.0,7469.0
14.0,30.0,414.0,7027.0
14.0,31.0,414.0,6548.0
14.0,32.0,414.0,6077.0
14.0,33.0,414.0,5614.0
14.0,34.0,414.0,5146.0
14.0,35.0,414.0,4618.0
14.0,36.0,414.0,4137.0
14.0,37.0,414.0,3652.0
14.0,38.0,414.0,3194.0
14.0,39.0,414.0,271.0
14.0,40.0,414.0,226.0
14.0,41.0,414.0,1778.0
14.0,42.0,414.0,1323.0
14.0,45.0,414.0,815.0
14.0,45.0,413.0,9463.0
14.0,46.0,413.0,9077.0
14.0,47.0,413.0,8576.0
14.0,48.0,413.0,8132.0
14.0,49.0,413.0,7636.0
14.0,50.0,413.0,7189.0
14.0,51.0,413.0,6682.0
14.0,52.0,413.0,6228.0
14.0,53.0,413.0,5739.0
14.0,54.0,413.0,5266.0
14.0,55.0,413.0,4789.0
14.0,56.0,413.0,433.0
14.0,57.0,413.0,386.0
14.0,58.0,413.0,3392.0
14.0,60.0,413.0,2914.0
14.0,61.0,413.0,1564.0
14.0,62.0,413.0,1088.0
14.0,63.0,413.0,623.0
14.0,64.0,413.0,144.0
14.0,65.0,412.0,9679.0
14.0,66.0,412.0,9199.0
14.0,67.0,412.0,8734.0
14.0,68.0,412.0,8259.0
14.0,69.0,412.0,7754.0
14.0,70.0,412.0,7309.0
14.0,71.0,412.0,6815.0
14.0,72.0,412.0,6358.0
14.0,73.0,412.0,588.0
14.0,75.0,412.0,5395.0
14.0,76.0,412.0,4031.0
14.0,77.0,412.0,3617.0
14.0,78.0,412.0,3142.0
14.0,79.0,412.0,2668.0
14.0,80.0,412.0,2199.0
14.0,81.0,412.0,1724.0
14.0,82.0,412.0,1251.0
14.0,83.0,412.0,776.0
14.0,84.0,412.0,269.0
14.0,85.0,411.0,9814.0
14.0,86.0,411.0,9336.0
14.0,87.0,411.0,8897.0
14.0,87.0,411.0,8425.0
14.0,89.0,411.0,7973.0
14.0,91.0,411.0,7411.0
14.0,92.0,411.0,6054.0
14.0,93.0,411.0,568.0
14.0,94.0,411.0,517.0
14.0,95.0,411.0,4714.0
14.0,96.0,411.0,4211.0
14.0,97.0,411.0,3761.0
14.0,98.0,411.0,3288.0
14.0,99.0,411.0,2814.0
15.0,0.0,411.0,2331.0
15.0,1.0,411.0,1857.0
15.0,2.0,411.0,1377.0
15.0,3.0,411.0,908.0
15.0,4.0,411.0,411.0
15.0,5.0,410.0,9935.0
15.0,7.0,410.0,9443.0
15.0,8.0,410.0,8099.0
15.0,9.0,410.0,7701.0
15.0,10.0,410.0,7219.0
15.0,11.0,410.0,6715.0
15.0,12.0,410.0,6255.0
15.0,13.0,410.0,5768.0
15.0,14.0,410.0,5295.0
15.0,15.0,410.0,4813.0
15.0,16.0,410.0,4348.0
15.0,17.0,410.0,387.0
15.0,18.0,410.0,3401.0
15.0,19.0,410.0,2923.0
15.0,20.0,410.0,246.0
15.0,20.0,410.0,1963.0
15.0,23.0,410.0,1504.0
15.0,24.0,410.0,137.0
15.0,25.0,409.0,9755.0
15.0,26.0,409.0,9256.0
15.0,27.0,409.0,88.0
15.0,28.0,409.0,8299.0
15.0,29.0,409.0,781.0
15.0,30.0,409.0,7322.0
15.0,31.0,409.0,6834.0
15.0,32.0,409.0,636.0
15.0,33.0,409.0,5891.0
15.0,34.0,409.0,539.0
15.0,35.0,409.0,4927.0
15.0,36.0,409.0,4431.0
15.0,38.0,409.0,3958.0
15.0,39.0,409.0,2602.0
15.0,40.0,409.0,2112.0
15.0,41.0,409.0,1684.0
15.0,42.0,409.0,12.0
15.0,43.0,409.0,707.0
15.0,44.0,409.0,242.0
15.0,45.0,408.0,9691.0
15.0,46.0,408.0,9257.0
15.0,47.0,408.0,8784.0
15.0,48.0,408.0,8236.0
15.0,49.0,408.0,7812.0
15.0,50.0,408.0,7337.0
15.0,51.0,408.0,6772.0
15.0,54.0,408.0,6368.0
15.0,54.0,408.0,4949.0
15.0,55.0,408.0,4557.0
15.0,56.0,408.0,406.0
15.0,57.0,408.0,3506.0
15.0,58.0,408.0,3098.0
15.0,59.0,408.0,2593.0
15.0,60.0,408.0,2023.0
15.0,61.0,408.0,1624.0
15.0,62.0,408.0,1117.0
15.0,63.0,408.0,596.0
15.0,64.0,408.0,179.0
15.0,65.0,407.0,9711.0
15.0,66.0,407.0,9236.0
15.0,69.0,407.0,867.0
15.0,70.0,407.0,7318.0
15.0,71.0,407.0,692.0
15.0,72.0,407.0,6425.0
15.0,72.0,407.0,5953.0
15.0,74.0,407.0,5466.0
15.0,75.0,407.0,4865.0
15.0,75.0,407.0,4431.0
15.0,77.0,407.0,397.0
15.0,77.0,407.0,3437.0
15.0,78.0,407.0,3013.0
15.0,79.0,407.0,2527.0
15.0,80.0,407.0,1971.0
15.0,81.0,407.0,1547.0
15.0,84.0,407.0,1049.0
15.0,85.0,406.0,9663.0
15.0,86.0,406.0,9154.0
15.0,87.0,406.0,8583.0
15.0,88.0,406.0,8177.0
15.0,89.0,406.0,7674.0
15.0,90.0,406.0,7133.0
15.0,91.0,406.0,6679.0
15.0,92.0,406.0,6183.0
15.0,93.0,406.0,5636.0
15.0,94.0,406.0,522.0
15.0,95.0,406.0,4738.0
15.0,96.0,406.0,4195.0
15.0,97.0,406.0,3765.0
16.0,0.0,406.0,3275.0
16.0,0.0,406.0,1845.0
16.0,1.0,406.0,1473.0
16.0,2.0,406.0,975.0
16.0,4.0,406.0,512.0
16.0,4.0,405.0,9925.0
16.0,5.0,405.0,9483.0
16.0,6.0,405.0,9023.0
16.0,7.0,405.0,8479.0
16.0,8.0,405.0,8056.0
16.0,9.0,405.0,757.0
16.0,10.0,405.0,7015.0
16.0,11.0,405.0,6599.0
16.0,12.0,405.0,6105.0
16.0,15.0,405.0,5551.0
16.0,16.0,405.0,4175.0
16.0,17.0,405.0,3702.0
16.0,18.0,405.0,323.0
16.0,19.0,405.0,2744.0
16.0,20.0,405.0,2262.0
16.0,21.0,405.0,1787.0
16.0,22.0,405.0,1303.0
16.0,23.0,405.0,826.0
16.0,24.0,405.0,329.0
16.0,25.0,404.0,9881.0
16.0,26.0,404.0,9398.0
16.0,27.0,404.0,8952.0
16.0,27.0,404.0,8464.0
16.0,30.0,404.0,8003.0
16.0,31.0,404.0,6633.0
16.0,32.0,404.0,618.0
16.0,33.0,404.0,571.0
16.0,34.0,404.0,5225.0
16.0,35.0,404.0,4753.0
16.0,36.0,404.0,4273.0
16.0,37.0,404.0,3785.0
16.0,38.0,404.0,3325.0
16.0,39.0,404.0,283.0
16.0,40.0,404.0,2375.0
16.0,41.0,404.0,1862.0
16.0,42.0,404.0,1412.0
16.0,43.0,404.0,941.0
16.0,45.0,404.0,434.0
16.0,46.0,403.0,9068.0
16.0,47.0,403.0,8653.0
16.0,48.0,403.0,8167.0
16.0,49.0,403.0,7707.0
16.0,50.0,403.0,7229.0
16.0,51.0,403.0,6764.0
16.0,52.0,403.0,6272.0
16.0,53.0,403.0,5718.0
16.0,54.0,403.0,5235.0
16.0,55.0,403.0,4706.0
16.0,56.0,403.0,4199.0
16.0,57.0,403.0,3731.0
16.0,58.0,403.0,3226.0
16.0,61.0,403.0,2742.0
16.0,62.0,403.0,1371.0
16.0,63.0,403.0,912.0
16.0,64.0,403.0,413.0
16.0,65.0,402.0,9901.0
16.0,66.0,402.0,9326.0
16.0,67.0,402.0,8915.0
16.0,68.0,402.0,8428.0
16.0,69.0,402.0,7855.0
16.0,70.0,402.0,7443.0
16.0,71.0,402.0,6947.0
16.0,71.0,402.0,641.0
16.0,72.0,402.0,5973.0
16.0,73.0,402.0,5509.0
16.0,76.0,402.0,4966.0
16.0,77.0,402.0,3655.0
16.0,78.0,402.0,3223.0
16.0,79.0,402.0,2661.0
16.0,80.0,402.0,2262.0
16.0,81.0,402.0,1765.0
16.0,82.0,402.0,131.0
16.0,83.0,402.0,754.0
16.0,84.0,402.0,334.0
16.0,85.0,402.0,334.0
16.0,86.0,402.0,346.0
16.0,87.0,402.0,378.0
16.0,88.0,402.0,426.0
16.0,89.0,402.0,483.0
16.0,92.0,402.0,556.0
16.0,92.0,402.0,879.0
16.0,93.0,402.0,978.0
16.0,94.0,402.0,1128.0
16.0,95.0,402.0,1288.0
16.0,96.0,402.0,145.0
16.0,97.0,402.0,164.0
16.0,98.0,402.0,1839.0
16.0,99.0,402.0,2069.0
17.0,0.0,402.0,2307.0
17.0,1.0,402.0,2546.0
17.0,2.0,402.0,281.0
17.0,3.0,402.0,3073.0
17.0,4.0,402.0,3377.0
17.0,7.0,402.0,3699.0
17.0,8.0,402.0,4678.0
17.0,9.0,402.0,4981.0
17.0,10.0,402.0,5356.0
17.0,11.0,402.0,5786.0
17.0,12.0,402.0,6221.0
17.0,13.0,402.0,6617.0
17.0,14.0,402.0,7076.0
17.0,15.0,402.0,7503.0
17.0,16.0,402.0,8005.0
17.0,17.0,402.0,8516.0
17.0,18.0,402.0,8984.0
17.0,19.0,402.0,9605.0
17.0,20.0,403.0,96.0
17.0,23.0,403.0,581.0
17.0,24.0,403.0,2008.0
17.0,25.0,403.0,2412.0
17.0,26.0,403.0,2928.0
17.0,27.0,403.0,3456.0
17.0,28.0,403.0,3944.0
17.0,29.0,403.0,4458.0
17.0,30.0,403.0,4962.0
17.0,31.0,403.0,5477.0
17.0,32.0,403.0,5993.0
17.0,33.0,403.0,6482.0
17.0,34.0,403.0,7003.0
17.0,35.0,403.0,7491.0
17.0,36.0,403.0,8028.0
17.0,39.0,403.0,8558.0
17.0,40.0,403.0,9939.0
17.0,41.0,404.0,356.0
17.0,42.0,404.0,877.0
17.0,43.0,404.0,1387.0
17.0,44.0,404.0,1911.0
17.0,45.0,404.0,2398.0
17.0,46.0,404.0,2941.0
17.0,47.0,404.0,3465.0
17.0,48.0,404.0,3974.0
17.0,49.0,404.0,4468.0
17.0,50.0,404.0,4972.0
17.0,51.0,404.0,5499.0
17.0,52.0,404.0,6023.0
17.0,55.0,404.0,6532.0
17.0,56.0,404.0,7932.0
17.0,57.0,404.0,8333.0
17.0,58.0,404.0,8861.0
17.0,59.0,404.0,9394.0
17.0,60.0,404.0,988.0
17.0,61.0,405.0,418.0
17.0,62.0,405.0,945.0
17.0,63.0,405.0,1465.0
17.0,64.0,405.0,199.0
17.0,65.0,405.0,2498.0
17.0,66.0,405.0,3017.0
17.0,67.0,405.0,356.0
17.0,70.0,405.0,407.0
17.0,71.0,405.0,5581.0
17.0,72.0,405.0,6024.0
17.0,73.0,405.0,6617.0
17.0,75.0,405.0,7068.0
17.0,76.0,405.0,7644.0
17.0,77.0,405.0,8124.0
17.0,78.0,405.0,8591.0
17.0,79.0,405.0,9041.0
17.0,80.0,405.0,9488.0
17.0,81.0,405.0,991.0
17.0,82.0,406.0,311.0
17.0,83.0,406.0,696.0
17.0,86.0,406.0,1071.0
17.0,86.0,406.0,195.0
17.0,87.0,406.0,2201.0
17.0,89.0,406.0,2492.0
17.0,90.0,406.0,2789.0
17.0,91.0,406.0,3059.0
17.0,92.0,406.0,3309.0
17.0,93.0,406.0,3556.0
17.0,94.0,406.0,3787.0
17.0,95.0,406.0,3987.0
17.0,96.0,406.0,4168.0
17.0,97.0,406.0,4344.0
17.0,98.0,406.0,45.0
18.0,1.0,406.0,4639.0
18.0,2.0,406.0,488.0
18.0,3.0,406.0,4937.0
18.0,4.0,406.0,4995.0
18.0,5.0,406.0,5034.0
18.0,6.0,406.0,5056.0
18.0,7.0,406.0,5061.0
18.0,8.0,406.0,5061.0
18.0,10.0,406.0,5061.0
18.0,11.0,406.0,5061.0
18.0,12.0,406.0,5061.0
18.0,13.0,406.0,5061.0
18.0,14.0,406.0,5061.0
18.0,17.0,406.0,5061.0
18.0,18.0,406.0,5061.0
18.0,19.0,406.0,5061.0
18.0,20.0,406.0,5061.0
18.0,21.0,406.0,5061.0
18.0,22.0,406.0,5061.0
18.0,23.0,406.0,5061.0
18.0,24.0,406.0,5061.0
18.0,25.0,406.0,5061.0
18.0,26.0,406.0,5061.0
18.0,27.0,406.0,5061.0
18.0,28.0,406.0,5061.0
18.0,29.0,406.0,5061.0
18.0,32.0,406.0,5061.0
18.0,33.0,406.0,5061.0
18.0,34.0,406.0,5061.0
18.0,36.0,406.0,5061.0
18.0,37.0,406.0,5061.0
18.0,38.0,406.0,5061.0
18.0,39.0,406.0,5061.0
18.0,40.0,406.0,5061.0
18.0,41.0,406.0,5061.0
18.0,42.0,406.0,5061.0
18.0,43.0,406.0,5061.0
18.0,44.0,406.0,5061.0
18.0,45.0,406.0,5061.0
18.0,48.0,406.0,5061.0
18.0,49.0,406.0,5061.0
18.0,50.0,406.0,5061.0
18.0,51.0,406.0,5061.0
18.0,52.0,406.0,5061.0
18.0,53.0,406.0,5061.0
18.0,54.0,406.0,5061.0
18.0,55.0,406.0,5061.0
18.0,56.0,406.0,5061.0
18.0,58.0,406.0,5061.0
18.0,59.0,406.0,5061.0
18.0,60.0,406.0,5061.0
18.0,61.0,406.0,5061.0
18.0,64.0,406.0,5061.0
18.0,65.0,406.0,5061.0
18.0,66.0,406.0,5061.0
18.0,67.0,406.0,5061.0
18.0,68.0,406.0,5061.0
18.0,69.0,406.0,5061.0
18.0,70.0,406.0,5061.0
18.0,72.0,406.0,5061.0
18.0,72.0,406.0,5061.0
18.0,74.0,406.0,5061.0
18.0,75.0,406.0,5061.0
18.0,76.0,406.0,5061.0
18.0,79.0,406.0,504.0
18.0,80.0,406.0,4856.0
18.0,81.0,406.0,4788.0
18.0,82.0,406.0,4689.0
18.0,83.0,406.0,4569.0
18.0,84.0,406.0,4427.0
18.0,85.0,406.0,4276.0
18.0,86.0,406.0,4103.0
18.0,87.0,406.0,392.0
18.0,88.0,406.0,3722.0
18.0,89.0,406.0,3509.0
18.0,90.0,406.0,3272.0
18.0,92.0,406.0,3013.0
18.0,95.0,406.0,2736.0
18.0,96.0,406.0,181.0
18.0,97.0,406.0,1447.0
18.0,98.0,406.0,1095.0
18.0,99.0,406.0,703.0
19.0,0.0,406.0,31.0
19.0,1.0,405.0,9895.0
19.0,2.0,405.0,9438.0
